 0.1 1.4972 0.583483 0.631131
 0.277978 1.04314 0.622723 1.14264
 0.451752 0.772673 1.01932 0.649349
 0.730631 0.739039 1.2996 1.06837
 0.270971 1.47898 1.47758 0.98989
 0.392893 0.503604 0.61992 1.38509
 0.157457 0.597497 0.261161 0.776877
 1.06136 0.454555 0.46997 0.748849
 1.37528 0.154655 1.26176 0.350851
 0.761461 0.568068 1.34164 0.959059
 0.614314 1.05716 0.163063 1.36406
 0.123824 1.27437 1.18048 1.21131
 1.28418 0.643744 1.14264 0.331231
 0.147648 0.898799 0.105606 0.701201
 0.17007 0.9002 0.472773 0.586286
 1.3977 0.350851 1.20851 0.603103
 1.05295 0.277978 0.199499 1.26737
 0.115415 0.286386 0.84975 0.988488
 0.612913 1.08098 1.24775 0.182683
 0.18969 0.907207 0.636737 0.98008
 0.664765 1.27718 1.04595 0.258358
 1.07958 0.453153 0.350851 1.30801
 0.938038 0.734835 0.601702 1.41031
 1.40891 1.46777 1.06977 0.873574
 1.04595 1.00531 0.723624 0.345245
 0.273774 0.713814 1.1034 0.851151
 0.224725 1.13143 1.45235 1.21692
 1.02352 0.33964 1.07257 1.21552
 0.775475 1.14404 0.757257 1.08939
 1.11041 0.488188 0.251351 0.945045
 0.975876 0.11962 0.541441 0.684384
 1.2029 0.276577 1.32062 1.4986
 0.453153 1.13283 1.301 0.534434
 0.158859 1.32763 0.280781 1.42152
 1.35005 0.994094 0.228929 0.228929
 1.0992 0.967467 0.939439 0.16026
 0.994094 1.35005 0.880581 1.47477
 0.793694 0.781081 1.46637 0.464364
 1.49299 0.510611 1.14825 0.130831
 0.576476 0.754454 0.873574 1.09079
 0.433534 0.762863 0.638138 0.151852
 0.63954 0.137838 0.762863 1.18328
 0.973073 1.39489 1.27297 1.10621
 1.18749 1.42292 0.981481 1.06697
 1.38929 1.21552 0.797898 0.223323
 0.196697 0.462963 1.37668 0.142042
 0.991291 1.1959 1.13704 1.32482
 1.43834 1.35706 0.950651 1.41451
 0.465766 1.23934 0.973073 1.48318
 0.691391 0.139239 0.102803 1.1034
 1.20991 0.748849 0.631131 0.984284
 0.76006 1.23654 1.06837 0.671772
 0.418118 1.0978 0.778278 0.77968
 0.471371 0.128028 1.03754 1.13003
 0.568068 0.761461 0.341041 1.16366
 0.33964 1.23794 0.104204 0.17988
 1.1959 0.991291 0.348048 1.21972
 1.37107 1.27578 0.217718 0.996897
 0.182683 0.537237 0.725025 0.502202
 0.181281 0.67037 0.426527 0.46997
 1.38088 1.44535 0.649349 0.792292
 0.412513 1.06557 1.18609 1.00951
 0.818919 1.45095 1.2043 0.24995
 0.521822 1.2043 1.45095 0.318619
 1.48458 0.315816 0.925425 0.402703
 0.785285 0.144845 0.654955 1.47758
 0.46016 0.296196 0.751652 0.290591
 0.221922 1.24635 1.13564 0.465766
 0.343844 1.40611 0.165866 0.324224
 0.200901 0.430731 1.42853 1.05996
 0.800701 0.667568 0.998298 0.381682
 1.2982 0.108408 0.101401 0.647948
 0.476977 1.22673 0.212112 0.601702
 1.41592 0.404104 0.48959 0.995495
 0.85956 0.622723 0.788088 1.1987
 1.05155 1.17768 0.172873 1.37948
 0.572272 0.122422 1.32763 0.325626
 0.164464 0.301802 0.413914 0.343844
 1.2015 1.19169 1.0992 0.24014
 0.776877 1.2968 0.966066 0.785285
 0.904404 0.938038 0.614314 1.06276
 0.266767 0.467167 0.914214 1.34444
 0.468569 0.505005 1.09499 1.43834
 0.767067 0.308809 0.817517 0.91001
 1.34164 1.04174 1.35425 0.481181
 0.953453 0.605906 1.45375 0.565265
 1.16366 0.24995 0.524625 0.949249
 1.15245 0.83013 0.402703 1.28278
 0.268168 1.43133 0.328428 0.397097
 0.32983 0.895996 1.26737 0.199499
 0.341041 0.234535 0.790891 0.495195
 0.467167 0.855355 1.37107 1.49299
 0.561061 0.185485 1.17347 0.307407
 1.01792 0.360661 0.949249 0.524625
 0.945045 0.486787 1.27858 0.545646
 1.16927 0.207908 1.48739 1.39069
 0.649349 0.497998 1.18749 0.645145
 1.30661 0.121021 0.255556 0.238739
 0.464364 1.43413 0.496597 0.813313
 0.656356 1.1048 1.2982 0.704004
 0.873574 0.886186 1.32623 1.17768
 0.858158 0.618519 0.53023 0.359259
 1.102 1.06977 1.46777 0.887588
 0.350851 0.298999 0.98989 0.404104
