#eigval col -- eigvec rows
#pipi ppbar pK KK
#m0 m1 m2
 305.963 -0.0459368 -0.0330751 -0.00920478 -0.0501908 -0.0351753 -0.0139399 -0.127624 -0.719906 -0.676871 -0.000873434 0.00331051 0.00654017
 57.8008 -0.134576 -0.0681681 0.0234147 -0.157174 -0.0591299 0.0361479 -0.497719 -0.508909 0.661446 0.0440186 0.0295862 0.0122828
 17.255 0.10732 0.0595243 -0.00959643 0.165725 0.0854296 0.00398214 0.600145 -0.333958 0.216477 0.572182 0.318555 0.0513312
 12.9288 -0.158959 -0.119077 -0.0400327 -0.213534 -0.202192 -0.158408 0.589429 -0.250479 0.199266 -0.494648 -0.350048 -0.174057
 6.89724 -0.171788 -0.133203 -0.0505295 -0.475712 -0.523735 -0.500956 -0.0371776 0.18509 -0.0970643 0.331479 0.200638 0.0586474
 3.14061 0.586913 0.352098 -0.0073377 0.293322 -0.155337 -0.572674 -0.132574 -0.105505 0.07596 -0.0619035 -0.138234 -0.189646
 1.81205 0.322592 0.25306 0.105623 -0.274503 -0.087129 0.0937789 0.0901456 -0.0524905 0.0348508 -0.334401 0.245374 0.738155
 1.33584 0.372612 0.296943 0.125167 -0.570041 -0.0764567 0.433147 0.0220298 0.0177466 -0.0322506 0.191325 -0.141805 -0.424683
 0.283304 0.324663 -0.292167 -0.884682 -0.0589472 -0.0303218 0.139728 -0.0283908 -0.00448171 0.0178645 -0.0164307 0.0168 0.0308921
 0.0331077 -0.00731437 -0.00556201 0.0648858 0.428226 -0.795934 0.422337 -0.00330383 0.000418236 0.00104202 0.00474235 -0.0140772 0.0146732
 0.00710071 0.0206871 -0.0321253 0.0100984 -0.00901901 0.0167939 -0.00747333 -0.00110369 0.000120724 -2.88181e-05 0.404128 -0.796233 0.448008
 0.00123892 0.469279 -0.772128 0.425755 -0.0120384 0.02256 -0.0108693 -0.000438384 -8.15888e-05 0.000192718 -0.0155176 0.030896 -0.0189949
