#EIGVAL column vector // EIGVEC matrix
#FOR median_width_fabs AND median2/3 -median1/3 both fabs
#in order given in script_names.dat
 8.79674 0.317688 0.174748 -0.0635897 -0.111424 0.0259828 0.0174927 0.144613 -0.12062 -0.273669 -0.111597 0.454559 0.164955 -0.18447 -0.678545
 2.07824 0.316149 0.1597 -0.0127944 -0.158283 -0.0185384 -0.0247669 0.134104 -0.385188 0.304233 -0.338961 0.0495481 -0.219256 0.649377 0.0484355
 1.149 0.187212 0.222789 -0.355772 0.811131 0.332991 -0.0747951 0.0582742 0.0210161 0.0584879 -0.0395896 -0.055173 0.0422595 0.0211323 0.0151682
 0.582338 0.209144 0.204407 -0.547892 -0.122815 -0.461636 0.038994 -0.596303 0.085892 -0.00477631 0.014623 -0.0885615 0.111636 0.0220803 0.0243784
 0.514458 0.31104 -0.10415 -0.172374 -0.16039 0.114406 -0.0013242 0.218745 0.303482 -0.619595 -0.0871956 -0.383703 -0.359028 0.119152 0.0458312
 0.286058 0.311585 -0.0764578 -0.111731 -0.199692 0.101291 -0.0115175 0.232648 0.665637 0.531323 0.170161 0.144817 0.0603563 0.0170046 -0.0309224
 0.176832 0.278144 0.00502945 0.453735 0.015019 0.247089 0.154356 -0.332743 0.17039 -0.128771 -0.199674 -0.191004 0.588852 0.225378 0.0374689
 0.112888 0.29534 0.0829869 0.309623 0.0507751 0.242626 0.239114 -0.476381 -0.0211846 0.093914 0.180506 0.141899 -0.599844 -0.205317 -0.0225239
 0.10118 0.25592 -0.0853496 0.345396 0.211314 -0.372461 -0.775299 -0.0714894 0.0885035 -0.0409441 0.0126262 0.0393202 -0.0810938 -0.022296 -0.00732233
 0.0574903 0.239792 -0.214873 0.189379 0.364515 -0.593746 0.547682 0.261736 -0.000497402 -0.00358663 0.0761362 -0.01861 -0.00177893 0.0207405 -0.00303278
 0.0446854 0.131414 -0.60425 -0.180861 0.0128027 0.172396 -0.0785996 -0.136579 -0.282155 -0.0227127 0.552492 -0.0243229 0.107812 0.299663 -0.206874
 0.0410618 0.113912 -0.625164 -0.183772 0.0231333 0.0763616 0.00113602 -0.126669 -0.0585251 0.106554 -0.623457 0.149912 -0.0234066 -0.310478 0.130821
 0.0345975 0.324446 0.100911 -0.0562888 -0.124375 0.0619271 -0.0174752 0.15395 -0.207148 -0.217869 0.23859 0.401182 0.197595 -0.155988 0.68297
 0.0244216 0.321571 0.0966931 0.0167282 -0.165577 0.0327626 -0.0574628 0.174594 -0.3617 0.27654 0.0709454 -0.60771 0.116496 -0.473767 -0.0708295
